standard_num,enterprise_name
NB/T 20354.3-2015,哈尔滨汽轮机厂有限公司
GB/T 38365-2019,河北宇光焊业有限公司
T/CAMETA 40002—2021,杭州它人机器人技术有限公司
NB/T 20005.18-2018,苏州热工研究院有限公司
T/CADBM 17—2019,上海交通设计所有限公司
T/SDZDH 002—2021,山东省计量科学研究院
GB/T 39282-2020,中国特种设备检测研究院
GB/T 16842-2016,德力西电气有限公司
GB/T 11376-2020,武汉材料保护研究所有限公司
GB/T 41107.1-2021,上海材料研究所
GB 21342-2013,中国钢铁工业协会
GB/T 40786.1-2021,安徽德诺科技股份公司
GB/T 9572-2013,江苏太平橡胶股份有限公司
YB/T 4793.1-2019,冶金工业信息标准研究院
T/SXZX 006—2021,太原重工股份有限公司
GB/T 26280-2010,贵州三占集团股份有限公司
GB/T 35115-2017,上海工业自动化仪表研究院
T/CSTM 00768—2021,北京钢研检验认证有限公司
GB/T 40212-2021,沈阳新松机器人自动化股份有限公司
GB/T 19686-2015,辽宁金石科技集团有限公司岩棉制品分公司
GB/T 40303-2021,北京钢研高纳科技股份有限公司
GB/T 3960-2016,中蓝晨光化工研究设计院有限公司
GB/T 37394-2019,巨轮智能装备股份有限公司
T/CWAN 0024—2020,江苏烁石焊接科技有限公司
GB/T 36411-2018,上海市计量测试技术研究院
NB/T 20410-2017,中广核工程有限公司
GB/T 5272-2017,中机生产力促进中心
GB/Z 41476.4-2022,通用电气检测控制技术(上海)有限公司
GB/T 14383-2021,中国天辰工程有限公司
GB/T 37389-2019,河北津西钢铁集团股份有限公司
GB/T 29910.1-2013,HART通信基金会
GB/T 36439-2018,上海材料研究所
GB/T 40304-2021,齐齐哈尔华工机床股份有限公司
T/CNEA 101.8—2021,山西太钢不锈钢股份有限公司
GB/T 30814-2014,冶金工业信息标准研究院
T/CECS 10120—2021,上海钢管行业协会专家委员会
GB/T 40561-2021,苏州博飞克分析技术服务有限公司
GB/T 2522-2017,武汉钢铁股份有限公司
GB/T 33863.9-2021,福建上润精密仪器有限公司
GB/T 12604.6-2021,北京航空材料研究院
T/STACAES 016—2021,上海机动车检测认证技术研究中心有限公司
GB/T 20819.1-2015,北京金立石仪表科技有限公司
YD/T 4047.3-2022,深圳市腾讯计算机系统有限公司
T/CSTM 00757—2021,中关村材料试验技术联盟
GB/T 36381-2018,广州市环境保护技术设备公司
T/CAIA SH018—2022,中关村材料试验技术联盟
T/GDCCA 0001—2022,北京数盾信息科技有限公司
T/CISA 042—2020,深圳中广核工程设计有限公司
GB/T 41155-2021,西北有色金属研究院
NB/T 20608-2021,广东电网有限责任公司电力科学研究院
GB/T 35586-2017,北京航空航天大学
T/CEEIA 448—2020,常丰线缆有限公司
GB/T 6481-2016,首钢贵阳特殊有限责任公司
GB/T 35351-2017,湖南华曙高科技有限责任公司
GB/T 41354-2022,厦门银华机械有限公司
GB/T 16842-2016,杭州之江开关股份有限公司
GB/T 37961-2019,神州数码信息服务股份有限公司
T/CSCP 0019—2017,国营第二九八厂
GB/T 23001-2017,吴忠仪表有限责任公司
GB/T 31206-2014,佛山市顺德区质量技术监督标准与编码所
NB/T 20357-2015,电力规划设计总院
DB35/T 1504-2015,晋江市纺织服装质量技术中心
T/SDAS 24—2018,通标标准技术服务有限公司
T/ZZB 2229—2021,上海宝钢股份有限公司
NB/T 20331-2015,中广核工程有限公司
YB/T 4916-2021,金能科技股份有限公司
YD/T 3760-2020,华为技术有限公司
T/SSIA 0002—2015,上海微创软件股份有限公司
GB/T 39401-2020,佛山华数机器人有限公司
GB/T 39560.301-2020,中国家电研究院
T/CAS 459—2020,尚纬股份有限公司
T/CERS 0006—2020,北京三清互联科技有限公司
GB/T 39560.2-2020,广东升威电子制品有限公司
GB/T 27400-2020,中国国际贸易促进委员会商业行业委员会
T/NAIA 037—2021,农业农村部农产品质量安全监督检验测试中心(银川)
GB/T 19004-2020,华夏认证中心有限公司
NB/T 20009.30-2017,中国一重天津重型装备工程研究有限公司
T/CSTM 00046.10—2018,首钢集团有限公司
GB/T 41087-2021,常州龙腾光热科技股份有限公司
T/CSTA 0003—2020,中石化工程建设有限公司
T/ZSA 8—2020,西北工业大学
GB/T 40339-2021,上海材料研究所
T/CEEIA 517—2021,苏州市产品质量监督检验院
GB/T 39270-2020,中冶京诚工程技术有限公司
NB/T 20161-2012,深圳中广核工程设计有限公司
GB/T 39560.301-2020,广州海关技术中心
GB/T 41007-2021,中国计量科学研究院
GB/T 19004-2020,北京稻香村食品有限责任公司
GB/T 6172.1-2016,中机生产力促进中心
GB/T 19903.14-2019,浙江宏恩智能装备技术有限公司
T/CSTM 00220—2020,开来湿克威防水科技股份有限公司
NB/T 20409-2017,苏州热工研究院有限公司
GB/T 37979-2019,中国航天科工集团第三研究院第三○四研究所
GB/T 3098.9-2020,柏中紧固件(上海)有限公司
Q/320585KJ005-2019,中广核高新核材科技(苏州)有限公司
GB/T 36021-2018,贵州大自然科技股份有限公司
GB/T 38885-2020,江阴兴澄特种钢铁有限公司
GB/T 33265-2016,中机生产力促进中心
T/SIA 026.01—2021,北京致远互联软件股份有限公司
GB/T 40079-2021,上海晋想仪表科技有限公司
GB/T 33009.2-2016,北京奥斯汀科技有限公司
GB/T 19004-2020,上海质量管理科学研究院
GB/T 14480.3-2020,辽宁仪表研究所有限责任公司
GB/T 31838.3-2019,广东电网有限责任公司电力科学研究院
GB/T 37414.1-2019,宁波弘讯科技股份有限公司
NB/T 20008.28-2017,中广核工程有限公司
GB/T 32836-2016,株洲时代新材料科技股份有限公司
T/IFA 003—2021,北京辰极国泰科技有限公司
GB/T 40410-2021,钢铁研究总院
T/CECS 10151—2021,溯高美索克曼电气(上海)有限公司
GB/T 39306-2020,南京大学
GB/T 33863.2-2017,西南大学
T/ZAII 011—2019,金石机器人常州股份有限公司
NB/T 20328.2-2015,国核电站运行服务技术有限公司
T/GDCDC 020—2022,广东北工商绿色护肤品研究院有限公司
GB/T 40871-2021,冶金工业信息标准研究院
T/CAB 0091—2021,中国人民财产保险股份有限公司天津市经济技术开发区支公司
T/SSEA 0118.2—2021,浙江石油化工有限公司
GB/T 39167-2020,中车长春轨道客车股份有限公司
T/GDCDC 019—2021,广东省日化商会
GB/T 17615-2015,重庆川仪自动化股份有限公司金属功能材料分公司
GB/T 3098.23-2020,上海高强度螺栓厂有限公司
T/CFCA 0033—2022,福建企标科技服务有限公司
GB/T 16857.5-2017,苏州天准精密仪器有限公司
GB/T 31934-2015,首钢总公司
T/CEEIA 448—2020,南京全信传输科技股份有限公司
T/GDCDC 021—2022,珠海伊斯佳科技股份有限公司
GB/T 1299-2014,钢铁研究总院
GB/T 18216.1-2021,国网江苏省电力有限公司
GB/T 16656.101-2010,北京机械工业自动化研究所
T/SZBX 059—2022,苏州市质量和标准化院
GB/T 39239-2020,烟台中集来福士海洋工程有限公司
NB/T 20358.7-2015,中广核工程有限公司
GB/T 40281-2021,钢铁研究总院
GB/T 4223-2017,安庆市吉宽再生资源有限公司
DB34/T 3088-2018,铜陵市节能监察中心
YB/T 4083-2020,衡阳华菱钢管有限公司
GB/T 37184-2018,中蚀国际防腐技术研究院(北京)有限公司
T/AIITRE 20002—2021,中国电力企业联合会科技开发服务中心
GB/T 39471-2020,北京机械工业自动化研究所有限公司
GB/T 18916.46-2019,水利部交通运输部国家能源局南京水利科学研究院
GB/T 40883-2021,华中科技大学
T/CAS ES381714001—2022,工装自控工程(无锡)有限公司
T/CMTBA 1004—2019,武汉重型机床集团有限公司
T/CISA 004—2017,山西太钢不锈钢股份有限公司
GB/T 38885-2020,冶金工业信息标准研究院
YB/T 4264-2020,河钢集团宣钢公司
GB/T 19348.1-2014,上海材料研究所
T/DAHEB 007—2020,华测检测认证集团股份有限公司
GB/T 22158-2021,中广核工程有限公司
YB/T 4770-2019,江苏申源特钢有限公司
GB/T 22565.1-2021,宝山钢铁股份有限公司
NB/T 20450.2-2017,上海核工程研究设计院
T/CSTA 0010—2022,如皋市宏茂重型锻压有限公司
T/CIRA 12—2020,原子高科股份有限公司
GB/T 37669-2019,西安航天化学动力有限公司
GB/T 23901.3-2019,中信戴卡股份有限公司
GB/T 26642-2022,湖北三江航天江北机械工程有限公司
GB/T 9065.2-2010,天津工程机械研究院
T/CSTM 00043.11—2018,新疆吐鲁番自然环境试验研究中心
GB/T 983-2012,上海申嘉电焊条有限公司
GB/T 40371-2021,青岛振得恒焊割工具有限公司
T/SDAS 24—2018,必维认证有限公司
GB/T 12642-2013,广州数控设备有限公司
GB/T 223.89-2019,浙江省特种设备检验研究院
T/HNAQ 1—2021,中平信息技术有限责任公司
NB/T 20384-2016,中广核工程有限公司
T/CEC 422—2020,中国核动力研究设计院
GB/T 9286-2021,福建省腾龙工业公司
GB/T 2100-2017,兴化市东昌合金钢有限公司
GB/T 10046-2018,常熟市华银焊料有限公司
GB/T 30245.2-2013,西南大学
T/CSCP 0035.18—2017,北京科技大学
GB/T 12690.4-2021,国标(北京)检验认证有限公司
T/CAQI 171—2021,广州云检测科学研究院有限公司
AQ 7011-2018,内蒙古鄂尔多斯电力冶金集团股份有限公司
NB/T 47019.6-2021,浙江中达新材料股份有限公司
YB/T 4308-2012,钢铁研究总院
T/CIAA 014—2021,上海慧翌新材料科技有限公司
GB/T 36326-2018,中国移动通信有限公司研究院
Q/321101 AQM012-2020,江苏海龙核科技股份有限公司
NB/T 47049-2016,上海发电设备成套设计研究院
GB/T 39407-2020,广东省智能制造研究所
GB/T 37973-2019,北京奇虎科技有限公司
GB/T 39269-2020,华南理工大学
GB/T 39432-2020,中广核工程有限公司
T/CSTM 00399—2021,天津钢管制造有限公司
GB/T 38052.5-2019,安徽中家智锐科技有限公司
GB/T 37669-2019,辽宁广播电视大学(辽宁装备制造职业技术学院)
T/CWAN 0007—2018,天津大桥焊材集团有限公司
GB/T 38559-2020,中国科学院合肥物质科学研究院
T/CES 012—2018,宝山钢铁股份有限公司
GB/T 15329-2019,北京天元奥特橡塑有限公司
GB/T 41419-2022,华测检测认证集团股份有限公司
T/AHDD 0006—2022,池州起帆电缆有限公司
GB/T 33953-2017,江苏永钢集团有限公司
GB/T 31395-2015,武汉重型机床集团有限公司
T/CISA 003—2017,钢铁研究总院
T/SZS 4027—2020,深圳市品质消费研究院
GB/T 31545-2015,安徽海螺水泥股份有限公司
GB/T 39466.3-2020,日照市政务服务中心
GB/T 39789-2021,哈尔滨工业大学
NB/T 20007.44-2016,中国核动力研究设计院
T/SSEA 0024—2019,西王特钢有限公司
GB/T 37973-2019,中国电子科技网络信息安全有限公司
YB/T 4941-2021,青岛特殊钢铁有限公司
T/HBMIA 6—2019,唐山市德龙钢铁有限公司
NB/T 20328.3-2015,中国第一重型机械集团公司
T/CFA 030802.2—2017,苏州普绿法环保科技有限公司
T/HBMIA 4—2019,唐山德龙钢铁有限公司
GB/T 31945-2015,舞阳钢铁有限责任公司
T/CEEA JC.002—2020,中国保利集团有限公司
NB/T 20495-2018,中广核工程有限公司
GB/T 29618.5231-2018,重庆川仪自动化股份有限公司
T/CISA 006—2019,苏州热工研究院有限公司
T/HNAQ 1—2021,河南天泰工程技术有限公司
T/CBDA 26—2019,华东建筑设计研究院有限公司华东都市建筑设计研究总院
GB/T 38347-2019,江阴兴澄合金材料有限公司
GB/T 32076.1-2015,中机生产力促进中心
GB/T 2550-2016,蓬莱市临阁橡塑制品有限公司
T/ZHCA 016—2022,杭州百芮生物科技有限公司
GB/T 41324-2022,宁波钢铁有限公司
T/CSTM 00223—2020,山东聚强化学有限公司
GB/T 40125-2021,中轻联(大连)包装研究院有限公司
GB/T 19905-2017,荆门宏图特种飞行器制造有限公司
T/CSTM 00347—2020,中国航发沈阳发动机研究所
GB/T 36520.2-2018,安徽库伯密封技术有限公司
T/CISA 27—2020,上海宝钢节能环保技术有限公司
GB/T 34924-2017,南通醋酸纤维有限公司
GB/T 40685-2021,中国电子技术标准化研究院
GB/T 25706-2010,上海建设路桥机械设备有限公司
GB/T 13625-2018,上海核工程研究设计院
T/SEESA 007—2022,通标标准技术服务有限公司
DB4403/T 194-2021,深圳万泰认证有限公司
GB/T 40125-2021,埃肯有机硅(上海)有限公司
GB/T 40883-2021,大冶特殊钢有限公司
GB/T 39251-2020,珠海天威飞马打印耗材有限公司
GB/T 32076.9-2017,浙江海力股份有限公司
GB/T 20819.2-2015,北京金立石仪表科技有限公司
GB/T 23901.3-2019,中广核工程有限公司
T/CEEIA 301—2018,沈阳斯沃电器有限公司
NB/T 20007.40-2015,苏州热工研究院有限公司
T/SCMII 1—2021,成都纺织高等专科学校
T/CSAE 99—2019,福特汽车工程研究(南京)有限公司
GB/T 6730.49-2017,首钢京唐钢铁联合有限责任公司
GB/T 39091-2020,大唐东北电力试验研究院有限公司
GB/T 6730.73-2016,马鞍山钢铁股份有限公司
T/SEESA 007—2022,深圳市冠智达实业有限公司上海分公司
NB/T 20237-2013,中国核电工程有限公司
T/CSAE 136—2020,上海大学
GB/T 35132.5-2020,浙江大学
EJ/T 1175.6-2014,中国核电工程有限公司
GB/T 19208-2020,江苏中宏环保科技有限公司
GB/T 38206.4-2021,淮北合众机械设备有限公司
T/CWAN 0027—2022,深圳市麦格米特焊接技术有限公司
GB/T 26168.4-2018,上海科明传输技术有限公司
GB/T 39128-2020,北京北一数控机床有限责任公司
GB/T 7946-2015,上海电动工具研究所
NB/T 25043.4-2016,中广核工程有限公司
GB/T 20818.12-2020,湖南科技大学
T/CTCA 10—2021,上海市质量监督检验技术研究院(国家日用消费品质量监督检验中心(上海))
GB/T 26109-2010,湖南省产商品质量监督检验所
GB/T 39306-2020,中海油天津化工研究设计院有限公司
T/CIAA 201—2020,中关村汇智抗菌新材料产业技术创新联盟
GB/T 33635-2017,四川长虹电器股份有限公司
Q/ASB 13-2015,鞍钢股份有限公司
T/CAB 0029—2018,浙江久立特材科技股份有限公司
GB/T 40576-2021,中机生产力促进中心
GB/T 40575-2021,上海沃迪智能装备股份有限公司
GB/T 40883-2021,北京机电研究所有限公司
T/CMTBA 1001.1—2019,武汉重型机床集团有限公司
GB/T 1591-2018,中信金属有限公司
GB/T 33863.9-2021,横河电机(中国)有限公司
GB/T 37400.6-2019,沈阳铸锻工业有限公司
GB/T 38812.2-2020,武钢集团昆明钢铁股份有限公司
GB/T 35144-2017,沈阳新松机器人自动化股份有限公司
GB/T 9948-2013,攀钢集团成都钢钒有限公司
T/CSCP 0037—2018,南京钢铁股份有限公司
NB/T 20009.9-2013,哈电集团(秦皇岛)重型装备有限公司
DB50/T 1235-2022,上海新时达电气股份有限公司
T/AIITRE 20003—2022,中国石油和化学工业联合会
GB/T 38885-2020,洛阳LYC轴承有限公司
T/CADBM 17—2019,中国建筑西南设计研究院
AQ 7011-2018,中国宝武钢铁集团有限公司
T/CAMDI 027—2019,上海交通大学医学院附属第九人民医院
T/CCMI 13.2—2022,一汽解放商用车开发院
NB/T 20354.1-2015,东方电气集团东方汽轮机有限公司
GB/T 26327-2010,深圳金蝶中间件有限公司
T/SCMES 2—2019,四川省机械研究设计院
T/CIAPS 0009—2021,深圳天邦达科技有限公司
GB/T 753-2012,北京巴布科克威尔科克斯有限公司
NB/T 20003.4-2010,核动力运行研究所
YB/T 4543-2016,冶金工业信息标准研究院
YB/T 4853-2020,冶金工业信息标准研究院
GB/T 21451.6-2017,中国石油化工股份有限公司镇海炼化分公司
GB/T 889.2-2016,中机生产力促进中心
GB/T 35995-2018,内蒙古自治区石油化工监督检验研究院
GB/T 5358-2021,威海市威力高档工具有限公司
T/CECS 10179—2022,悉地国际(北京)建筑设计顾问有限公司
T/SDL 3.5—2021,哈尔滨理工大学
T/CSTM 00017—2021,山东电力工程咨询院有限公司
Q/XGSZ 512-2020,西宁特殊钢股份有限公司
GB/T 18426-2021,福建思嘉环保材料科技有限公司
T/CESA 9167—2021,厦门市巨龙信息科技有限公司
T/CMES 12002—2022,广州大学广东省强化研磨高性能微纳加工工程技术研究中心(广州市工业和信息化委服务机器人智能装备研究平台)
GB/T 36797-2018,福州玉龙建材有限公司
GB/T 35351-2017,西安增材制造国家研究院有限公司
GB/T 20818.12-2020,西南大学
GB/T 32217-2015,揭阳市天诚密封件有限公司
NB/T 20482-2018,上海核工程研究设计院
GB/T 34117-2017,杭州忠泽机械工程有限公司
GB/T 2877.2-2021,北京机械工业自动化研究所有限公司
GB/T 19686-2015,上海新型建材岩棉有限公司
GB/T 37899-2019,太原重工股份有限公司
GB/T 39116-2020,中兴通讯股份有限公司
GB/T 230.1-2018,钢铁研究总院
T/CSCP 0035.9—2017,鞍山钢铁集团公司
GB/T 18831-2017,中机生产力促进中心
GB/T 22565.1-2021,广州汽车集团股份有限公司
Q/321101 AQM003——2018-2018,江苏海龙核科技股份有限公司
GB/T 32203-2015,机械工业仪器仪表综合技术经济研究所
T/CRRA 1301—2018,烟台润达垃圾处理环保股份有限公司
T/CSTM 00400—2021,中国石油集团工程材料研究院有限公司
GB/T 41351-2022,广东康鑫新材料有限公司
GB/T 37400.6-2019,二重(德阳)重型装备有限公司
GB/T 41328-2022,四川大学
GB/T 39560.2-2020,中国家电研究院
YB/T 4871-2020,中国二十二冶集团有限公司
GB/T 33009.3-2016,中国电子技术标准化研究院
T/SSEA 0132—2021,南京钢铁股份有限公司
GB/T 33812-2017,钢铁研究总院
T/CISA 008.1—2019,中国海洋石油集团有限公司
GB/T 34040-2017,沈阳中科博微科技股份有限公司
GB/T 35116-2017,山东山大华天软件有限公司
GB/T 15242.4-2021,烟台未来自动装备有限责任公司
T/CRRA 1301—2018,华新绿源环保股份有限公司
GB/T 37592-2019,鞍钢股份有限公司
T/CESA 9167—2021,蚂蚁金服(杭州)网络技术有限公司
NB/T 20006.34-2016,上海核工程研究设计院
T/JSQA 038—2020,江苏省质量协会
T/CMES 04004—2022,上海材料研究所
T/CSTM 00155—2019,内蒙古北方重工业集团有限公司
GB/T 32843-2016,中国标准化研究院
GB/T 25708-2010,中钢集团衡阳重机有限公司等
T/NXJX 004—2021,国家能源集团宁夏煤业有限责任公司烯烃一分公司
T/CMA CC045—2020,河南省计量科学研究院
T/CSTM 00347—2020,中国航发湖南动力机械研究所
GB/T 39495-2020,武汉市标准化研究院
GB/T 25105.3-2014,北京奥斯汀科技有限公司
GB/T 39208-2020,广船国际有限公司
T/CCMI 10—2020,扬州恒通精密机械有限公司
GB/T 2518-2019,张家港扬子江冷轧板有限公司
GB/T 25774.3-2010,天津是金桥焊材集团有限公司
T/HZAS 30—2022,浙江星汉信息技术股份有限公司
GB/T 39555-2020,广州五所环境仪器有限公司
T/CAB 0092—2021,国网区块链科技(北京)有限公司
GB/T 38265.1-2019,深圳市唯特偶新材料股份有限公司
GB/T 29618.42-2017,罗克韦尔自动化(中国)有限公司
T/CAB 2019—2019,浙江久立特材科技股份有限公司
GB/T 19011-2021,中国质量认证中心
NB/T 20293-2014,中国核电工程有限公司
T/SDAS 24—2018,华测检测认证集团股份有限公司
T/CTJPA 005—2018,华测检测认证集团股份有限公司
NB/T 20358.2-2018,中国核电工程有限公司
GB/T 29166-2021,江苏曙光华阳钻具有限公司
GB/T 34209-2017,钢铁研究总院
T/CNEA 103.2—2021,核工业标准化研究所
T/SCMES 2—2019,西南石油大学
GB/T 25774.2-2016,天津市金桥焊材集团有限公司
GB/T 1222-2016,河南省生产力促进中心
GB/T 39403-2020,四川中英智慧质量工程技术研究院有限公司
GB/T 15623.2-2017,宁波华液机器制造有限公司
T/CSCP 0035.17—2017,首钢集团有限公司
T/CSCP 0035.7—2017,鞍山钢铁集团公司
T/CSCP 0035.15—2017,首钢集团有限公司
GB/T 12604.7-2021,北京卫星环境工程研究所
T/ACREI CREIS34005—2022,精进电动科技股份有限公司
GB/T 23994-2009,金鱼涂料集团石家庄油漆厂
GB/T 39789-2021,上海海隆复合钢管制造有限公司
T/HBMIA 4—2019,河北大学
GB/T 40793-2021,钢铁研究总院
T/CESA 1100—2020,北京和仲宁信息技术有限公司
T/CSCP 0037—2018,宝武钢铁集团有限公司
NB/T 20002.4-2013,西安核设备有限公司
YB/T 5231-2014,冶金工业信息标准研究院
GB/T 28721-2012,大亚湾核电站运营管理有限公司
T/CCFAGS 018—2020,北京物美商业集团股份有限公司
T/CECS CECS 474-2017,中国建筑科学研究院
T/CAB 0029—2018,北京臻成伟业标准化技术服务有限公司
GB/T 33199.1-2016,南京燃气轮机研究所
T/CWAN 0059—2021,广州黄船海洋工程有限公司
Q/CY  44-2019,重庆川仪自动化股份有限公司
GB/T 38265.13-2021,云南锡业锡材有限公司
GB/T 5358-2021,杭州格睿特工具有限公司
NB/T 25077-2017,中广核工程有限公司
T/CES 099—2022,北京天成瑞源电缆有限公司
GB/T 35587-2017,清华大学
YB/T 4839-2020,鞍钢股份有限公司
GB/T 38720-2020,浙江国检检测技术股份有限公司
T/TTGA 002—2020,天津朗康生物科技有限公司
NB/T 20008.16-2012,中广核工程有限公司
T/CSTM 00044.2—2018,中国科学院金属研究所
T/CEC 165.11—2018,湖南威铭能源科技有限公司
GB 38468-2019,科思创(上海)管理有限公司
T/CAME 27—2021,江苏振邦医用智能装备有限公司
T/CAB 0093—2021,中企云链(北京)金融信息服务有限公司
GB/T 39853.2-2021,烟台东方威思顿电气有限公司
T/CSTM 00043.1—2018,中国建筑材料科学研究总院
T/SSEA 0156.1—2021,山东寿光巨能特钢有限公司
GB/T 40790-2021,山东上达稀土材料有限公司
T/CCAS 013.4—2020,华新水泥股份有限公司
GB/T 26799-2011,厦门理工学院
GB/T 32080-2015,上海威诚邦达检测技术有限公司
GB/T 5226.1-2019,北京大豪科技股份有限公司
GB/T 39306-2020,蓝保(厦门)水处理科技有限公司
T/CFA 030802.2——2020,玫德集团有限公司
GB/T 12771-2019,深圳雅昌科技有限公司
T/CCMSA 40523—2021,杭州春江阀门有限公司
T/CECS 10116—2021,中铁建设集团基础设施建设有限公司
GB/T 26661-2011,中机生产力促进中心
GB/T 20887.4-2022,北京科技大学
NB/T 20007.47-2017,中国核动力研究设计院
NB/T 20412-2017,国核工程有限公司
T/CAB 0093—2021,史泰博(上海)有限公司
Q/XGSZ 522-2021,西宁特殊钢股份有限公司
GB/T 3098.26-2021,中机生产力促进中心
GB/T 38894-2020,爱德森(厦门)电子有限公司
GB/T 36269-2018,蚌埠产品质量监督检验研究院(国家特种玻璃质量监督检验中心)
GB/T 41157.5-2022,宁波宁力高强度紧固件有限公司
GB/T 40410-2021,中国航发北京航空材料研究院
GB/T 38804-2020,西安热工研究院有限公司
T/CNEA 101.25—2021,鞍钢股份有限公司
GB/T 40211-2021,国家工业信息安全发展研究中心
T/CFCA 0033—2022,武汉良品儿童食品有限公司
T/SDL 3.2—2021,深圳供电局有限公司
GB/T 19004-2020,卫华集团有限公司
T/CES 012—2018,湖南大学
GB/T 36290.1-2020,宁夏银星发电有限责任公司
NB/T 20355-2018,电力规划设计总院
GB/T 41348-2022,广东当家人智能电器有限公司
T/CPCIF 0115—2021,西南化工研究设计院有限公司
T/HBMIA 6—2019,昌黎县兴国精密机件有限公司
T/ZZB 2026—2020,浙江国检检测技术股份有限公司
T/CFA 030802.2—2017,宁夏共享集团有限公司；潍柴动力(潍坊)铸锻股份有限公司
T/CECS 10151—2021,泰豪科技股份有限公司
T/CNEA 102.14—2021,东方电气(广州)重型机器有限公司
YB/T 4615-2017,贵州钢绳股份有限公司
GB/T 35077-2018,南京林业大学
T/CESA 1141—2021,中国科学院信息工程研究所
GB/T 37620-2019,宝钢特钢有限公司
JB/T 9496-2014,天津市信九电子有限公司
T/CAMETA 20001—2020,西安融军通用标准化研究院有限责任公司
T/CSCP 0014—2017,钢铁研究总院青岛海洋腐蚀研究所
T/CNEA 102.11—2021,哈尔滨威尔焊接有限责任公司
T/HNIT 1—2021,河南智云应急与安全技术服务有限公司
GB/T 37400.5-2019,合肥海源机械有限公司
T/CNEA 101.11—2021,东方电气(广州)重型机器有限公司
GB/Z 17215.611-2021,杭州海兴泽科信息技术有限公司
T/CECS 10120—2021,江苏新澎复合材料有限公司扬州市管件厂有限公司
YB/T 4737-2019,上海期货交易所
T/CAMETA 10006—2021,宁波市科技信息研究院
T/CAQI 176—2021,中实诚信信用评价有限公司
T/SCMII 1—2021,东方电气股份有限公司
Q/B1 0753-2017,北京北一机床股份有限公司
NB/T 20007.31-2015,上海重型机器厂有限公司负责起草，中广核工程有限公司
Q/320681JEK53-2015,江苏神通阀门股份有限公司
GB/T 31967.2-2015,北京有色金属研究总院
T/AIITRE 20001—2021,中国国新基金管理有限公司
T/CAS 459—2020,成都产品质量检验研究院有限责任公司
GB/T 38066-2019,石狮市蓝云环境技术有限公司
T/CSEA 17—2021,宁波计氏金属新材料有限公司
GB/T 33628-2017,北京科瑞思创测控科技有限公司
GB/T 31363-2015,上海材料研究所
GB/T 32076.8-2017,山东高强紧固件有限公司
T/CSTM 00017—2021,河北宏润核装备科技股份有限公司
T/CST 2—2020,河南省金银珠宝饰品质量监督检验中心
NB/T 20298-2014,北京广利核系统工程有限公司
T/ACREI CREIS34005—2022,上海大学
T/CIAA 202—2020,中国科学院理化技术研究所
GB/T 6730.20-2016,宁波出入境检验检疫局
T/CWAN 0056—2021,北京工业大学
T/CAPE 10101—2021,兖矿鲁南化工有限公司
GB/T 15623.2-2017,北京华德液压工业集团有限责任公司
GB/T 8100.2-2021,宁波华液机器制造有限公司
T/CAB 0092—2021,长江三峡电子商务有限公司
T/CISA 027—2020,宁波钢铁有限公司
GB/T 37590-2019,河北广锐德工程有限公司
GB/T 34000-2016,大连船舶重工集团有限公司
T/AIITRE 20002—2020,中电鸿信信息科技有限公司
GB/T 231.3-2012,泉州市丰泽东海仪器硬度块厂
T/CSTM 00220—2020,万科企业股份有限公司
GB/T 23002-2017,中国信息通信研究院
T/SDZDH 002—2021,北京顺鑫控股集团有限公司
GB/T 38681-2020,冶金工业信息标准研究院
GB/T 37393-2019,青岛海尔工业智能研究院有限公司
GB/T 1683-2018,北京橡胶工业研究设计院
T/CNEA 103.4—2021,上海核工程研究设计院有限公司
GB/T 20027.2-2017,沈阳橡胶研究设计院有限公司
T/SZZX 004—2019,小米通讯技术有限公司
T/BSRS 028—2020,苏州热工研究院有限公司
GB/T 12604.9-2021,中国计量大学
GB/T 32994-2016,朝阳重型机器有限公司
AQ 2002-2018,湖南华菱湘潭钢铁有限公司
GB/T 35069-2018,冶金工业信息标准研究院
GB/T 29868-2020,天纺标(广东)检测科技有限公司
GB/T 38873-2020,武汉泰安晶液态金属科技有限公司
GB/T 38769-2020,宝山钢铁股份有限公司
T/CSTA 0010—2022,攀钢集团江油长城特殊钢有限公司
GB/T 40789-2021,浙江省计量科学研究院
T/SLIA 001—2019,上海天祥质量技术服务有限公司
GB/T 14566.1-2011,成都成航工业安全系统有限责任公司
T/CAB 0104—2022,中标能效科技(北京)有限公司
GB/T 14976-2012,山西太钢不锈钢钢管有限公司
GB/T 3098.6-2014,舟山市正源标准件有限公司
T/SSEA 0016—2018,青海西钢新材料有限公司
T/CSTM 00043.8—2018,北京科技大学
T/SDQE 015—2020,通标标准技术服务有限公司
GB/T 9443-2019,安徽应流铸业有限公司
GB/T 34880.1-2017,沈机集团昆明机床股份有限公司
T/CSAE 104—2019,巴斯夫上海涂料有限公司
GB/T 33009.3-2016,中国核电工程有限公司
NB/T 25036-2014,中国电力工程顾问集团公司华东电力设计院
Q/ASB 457-2015,鞍钢股份有限公司
GB 20052-2020,广东产品质量监督检验研究院
T/CSTM 00042—2018,国营第二九八厂
T/CSCP 0035.8—2017,北京科技大学
GB/T 40218-2021,中国网络安全审查技术与认证中心
GB/T 29910.4-2013,中国仪器仪表协会
GB/T 20958.1-2007,自贡长征机床有限责任公司
GB/T 4249-2018,浙江大学
T/STACAES 015—2021,上海机动车检测认证技术研究中心有限公司
